persona,user_id,age,is_urban,is_weekend_rider,is_rain_rider,is_airport_trip,is_rush_hour,payment_type,passenger_count,monthly_rides_history,recency_days,preferred_hour,Y0,Y1,ite_realized,cate_true,treatment_rand,Y_rand,treatment_obs,propensity_true,Y_obs,avg_fare_per_trip,gross_revenue_30d,discount_cost_30d,net_contribution,y_obs,fare_rand
Suburban Cash,18081,34,0,1,1,0,1,2,1,0,13,9,8,1,-7,1.1042,1,1,0,0.009628,8,65.3,65.3,3.0,42.71,1,65.3
Suburban Card,18082,36,0,0,0,0,0,1,2,11,11,10,16,11,-5,0.6009,0,16,1,0.655642,11,13.0,208.0,0.0,145.6,16,208.0
Suburban Card,18083,42,0,0,0,0,1,1,1,0,12,18,0,4,4,1.2006,1,4,0,0.020909,0,44.37,177.48,12.0,112.24,4,177.48
Suburban Cash,18084,41,0,1,0,0,0,2,1,1,10,15,0,3,3,1.4884,1,3,0,0.196303,0,30.46,91.38,9.0,54.97,3,91.38
Suburban Cash,18085,30,0,0,0,0,0,2,1,0,12,16,0,8,8,1.2078,0,0,0,0.167862,0,18.06,0.0,0.0,0.0,0,0.0
Urban Regulars,18086,34,1,0,0,0,1,2,1,8,5,7,12,11,-1,0.1514,1,11,1,0.668678,11,24.6,270.6,33.0,156.42,11,270.6
Urban Regulars,18087,35,1,0,0,0,0,2,1,5,3,21,18,11,-7,0.9545,1,11,1,0.869292,11,10.17,111.87,16.78,61.53,11,111.87
Suburban Card,18088,31,0,0,0,0,0,1,1,0,10,16,6,1,-5,1.7251,0,6,0,0.18318,6,10.59,63.54,0.0,44.48,6,63.54
Urban Regulars,18089,35,1,1,0,0,0,2,1,13,4,11,14,21,7,0.7386,0,14,1,0.93551,21,7.8,109.2,0.0,76.44,14,109.2
Urban Regulars,18090,26,1,1,0,0,0,2,1,1,3,16,3,20,17,1.1671,1,20,1,0.791465,20,13.07,261.4,39.21,143.77,20,261.4
Suburban Cash,18091,38,0,1,0,0,0,2,1,1,12,16,0,30,30,1.6735,1,30,1,0.199216,30,17.08,512.4,76.86,281.82,30,512.4
Suburban Cash,18092,47,0,0,1,1,1,2,1,0,11,17,0,0,0,0.4506,1,0,0,0.005102,0,63.11,0.0,0.0,0.0,0,0.0
Rain Riders,18093,33,1,0,1,0,1,2,2,7,5,17,18,11,-7,0.4156,1,11,0,0.364532,18,26.93,296.23,33.0,174.36,11,296.23
Urban Regulars,18094,24,1,0,0,0,1,2,1,4,6,18,27,6,-21,0.1644,0,27,1,0.654805,6,7.42,200.34,0.0,140.24,27,200.34
Urban Regulars,18095,29,1,0,0,0,1,2,3,4,4,18,0,16,16,0.3941,1,16,0,0.621895,0,20.39,326.24,48.0,180.37,16,326.24
Rain Riders,18096,30,1,0,1,0,0,2,1,9,5,22,28,21,-7,0.6577,0,28,1,0.795462,21,11.61,325.08,0.0,227.56,28,325.08
Urban Regulars,18097,28,1,0,0,0,1,1,3,0,5,8,0,13,13,0.9877,0,0,0,0.237716,0,6.5,0.0,0.0,0.0,0,0.0
Rain Riders,18098,24,1,0,1,0,0,2,1,11,3,10,9,24,15,0.6955,0,9,1,0.889426,24,11.13,100.17,0.0,70.12,9,100.17
Suburban Cash,18099,28,0,1,0,0,0,2,1,1,12,11,2,5,3,1.4216,1,5,1,0.316508,5,30.44,152.2,15.0,91.54,5,152.2
Urban Regulars,18100,26,1,1,0,0,0,2,2,3,8,20,2,5,3,1.5072,0,2,1,0.834852,5,10.9,21.8,0.0,15.26,2,21.8
Urban Regulars,18101,22,1,1,0,0,1,2,1,11,2,18,24,21,-3,0.0689,1,21,1,0.880079,21,19.57,410.97,61.65,226.03,21,410.97
Suburban Card,18102,37,0,1,0,0,0,1,2,2,9,2,3,2,-1,1.8002,1,2,0,0.33993,3,8.47,16.94,2.54,9.32,2,16.94
Rain Riders,18103,21,1,1,1,0,0,2,1,7,4,22,21,8,-13,0.9264,0,21,1,0.854938,8,17.7,371.7,0.0,260.19,21,371.7
Rain Riders,18104,38,1,0,1,0,0,2,1,10,8,15,10,15,5,0.6065,0,10,1,0.669566,15,29.39,293.9,0.0,205.73,10,293.9
Urban Regulars,18105,27,1,0,0,0,1,2,1,8,3,7,11,0,-11,0.0899,0,11,0,0.786706,11,30.54,335.94,0.0,235.16,11,335.94
Suburban Card,18106,28,0,0,0,0,0,1,1,3,9,22,8,0,-8,0.878,0,8,1,0.547087,0,21.66,173.28,0.0,121.3,8,173.28
Urban Regulars,18107,23,1,0,0,0,1,2,4,3,9,18,14,0,-14,0.3695,1,0,1,0.555468,0,24.35,0.0,0.0,0.0,0,0.0
Urban Regulars,18108,33,1,0,0,0,1,2,3,0,1,18,6,7,1,0.3818,0,6,0,0.242351,6,20.1,120.6,0.0,84.42,6,120.6
Urban Regulars,18109,29,1,0,0,0,0,2,1,6,1,5,40,25,-15,0.6081,0,40,1,0.930391,25,12.98,519.2,0.0,363.44,40,519.2
Suburban Cash,18110,34,0,0,0,0,0,2,1,0,9,0,1,0,-1,0.9588,0,1,0,0.168355,1,35.37,35.37,0.0,24.76,1,35.37
Suburban Cash,18111,36,0,1,0,0,1,2,1,0,17,8,3,0,-3,1.1773,0,3,0,0.019962,3,83.81,251.43,0.0,176.0,3,251.43
Suburban Card,18112,36,0,0,0,0,0,1,1,1,12,15,6,6,0,1.3438,0,6,0,0.219783,6,96.85,581.1,0.0,406.77,6,581.1
Suburban Cash,18113,37,0,0,0,0,1,2,1,0,13,9,1,0,-1,0.4752,0,1,1,0.026089,0,72.09,72.09,0.0,50.46,1,72.09
Rain Riders,18114,29,1,1,1,0,0,2,2,5,3,15,0,16,16,0.9103,0,0,0,0.744123,0,14.48,0.0,0.0,0.0,0,0.0
Rain Riders,18115,30,1,1,1,0,0,2,2,4,2,2,4,21,17,0.6319,1,21,1,0.711669,21,6.04,126.84,19.03,69.76,21,126.84
Rain Riders,18116,29,1,1,1,0,1,1,1,2,2,18,9,9,0,0.5954,1,9,0,0.258229,9,17.46,157.14,23.57,86.43,9,157.14
Urban Regulars,18117,21,1,0,0,0,0,2,1,6,7,20,11,12,1,0.7785,1,12,1,0.929934,12,9.15,109.8,16.47,60.39,12,109.8
Urban Regulars,18118,24,1,0,0,0,1,2,2,4,2,7,11,6,-5,0.2453,0,11,0,0.726374,11,17.43,191.73,0.0,134.21,11,191.73
Airport Business,18119,24,1,0,0,1,0,2,1,0,3,0,4,5,1,0.3124,1,5,0,0.679468,4,55.82,279.1,15.0,180.37,5,279.1
Suburban Card,18120,28,0,0,0,0,1,1,1,0,9,17,1,5,4,1.0798,1,5,0,0.061541,1,28.0,140.0,15.0,83.0,5,140.0
Suburban Cash,18121,26,0,0,0,0,1,2,2,6,7,8,7,16,9,0.2505,0,7,0,0.389786,7,82.78,579.46,0.0,405.62,7,579.46
Urban Regulars,18122,28,1,0,0,0,0,2,1,6,2,21,10,6,-4,0.8646,1,6,1,0.92896,6,11.27,67.62,10.14,37.19,6,67.62
Airport Business,18123,31,1,1,0,1,0,2,1,5,2,3,0,15,15,0.1116,0,0,1,0.902671,15,72.4,0.0,0.0,0.0,0,0.0
Rain Riders,18124,22,1,0,1,0,0,2,1,5,0,14,6,10,4,0.7917,0,6,1,0.852519,10,9.74,58.44,0.0,40.91,6,58.44
Airport Business,18125,23,1,0,0,1,0,2,1,4,5,23,4,2,-2,0.7176,0,4,1,0.907743,2,44.14,176.56,0.0,123.59,4,176.56
Urban Regulars,18126,22,1,1,0,0,0,2,2,3,4,15,0,14,14,1.1987,0,0,1,0.900699,14,6.93,0.0,0.0,0.0,0,0.0
Rain Riders,18127,21,1,0,1,0,1,2,1,2,8,8,15,14,-1,0.9269,0,15,1,0.256882,14,16.55,248.25,0.0,173.77,15,248.25
Urban Regulars,18128,27,1,0,0,0,0,2,1,4,9,22,8,6,-2,1.4433,1,6,0,0.845766,8,26.18,157.08,18.0,91.96,6,157.08
Suburban Cash,18129,23,0,0,0,0,1,2,1,0,17,8,0,0,0,0.9712,0,0,0,0.043688,0,74.12,0.0,0.0,0.0,0,0.0
Urban Regulars,18130,27,1,0,0,0,0,2,2,7,2,10,32,7,-25,0.9027,0,32,0,0.940984,32,23.39,748.48,0.0,523.94,32,748.48
Urban Regulars,18131,28,1,0,0,0,1,2,2,5,5,17,8,19,11,0.1476,1,19,1,0.659621,19,7.05,133.95,20.09,73.67,19,133.95
Rain Riders,18132,27,1,1,1,0,1,2,1,1,3,9,6,8,2,0.7697,0,6,0,0.193356,6,77.62,465.72,0.0,326.0,6,465.72
Urban Regulars,18133,27,1,1,0,0,0,2,4,7,3,11,16,6,-10,1.0752,0,16,1,0.936141,6,10.77,172.32,0.0,120.62,16,172.32
Urban Regulars,18134,26,1,1,0,0,1,2,1,7,5,18,8,3,-5,0.1139,0,8,1,0.74634,3,26.35,210.8,0.0,147.56,8,210.8
Suburban Cash,18135,39,0,0,0,0,0,2,1,0,12,15,4,0,-4,1.0368,0,4,0,0.103395,4,27.49,109.96,0.0,76.97,4,109.96
Urban Regulars,18136,35,1,0,0,0,0,2,1,8,5,10,23,8,-15,0.6633,0,23,0,0.894738,23,15.64,359.72,0.0,251.8,23,359.72
Airport Business,18137,28,1,0,0,1,0,2,1,3,3,13,16,0,-16,0.5684,1,0,1,0.871718,0,47.97,0.0,0.0,0.0,0,0.0
Suburban Cash,18138,28,0,0,0,0,0,2,1,0,17,21,0,0,0,0.7417,0,0,0,0.130485,0,33.23,0.0,0.0,0.0,0,0.0
Airport Business,18139,23,1,1,0,1,1,2,3,2,5,19,24,11,-13,0.205,0,24,1,0.566,11,132.79,3186.96,0.0,2230.87,24,3186.96
Rain Riders,18140,21,1,0,1,0,0,2,1,6,3,20,11,6,-5,0.9154,0,11,1,0.848353,6,14.69,161.59,0.0,113.11,11,161.59
Suburban Cash,18141,44,0,0,0,0,1,2,2,2,11,8,5,0,-5,0.6193,1,0,0,0.059157,5,35.3,0.0,0.0,0.0,0,0.0
Urban Regulars,18142,26,1,0,0,0,1,1,1,2,7,8,5,7,2,0.5122,1,7,1,0.477793,7,31.28,218.96,21.0,132.27,7,218.96
Suburban Cash,18143,31,0,1,0,0,0,2,3,2,10,13,0,2,2,1.1971,1,2,1,0.407376,2,14.73,29.46,4.42,16.2,2,29.46
Urban Regulars,18144,27,1,1,0,0,1,2,2,2,1,18,3,14,11,0.151,0,3,1,0.587367,14,24.36,73.08,0.0,51.16,3,73.08
Suburban Cash,18145,29,0,1,0,0,0,2,1,0,5,5,0,6,6,1.446,1,6,1,0.278766,6,13.67,82.02,12.3,45.11,6,82.02
Urban Regulars,18146,28,1,0,0,0,1,2,1,2,7,19,15,8,-7,0.4122,1,8,1,0.446912,8,8.83,70.64,10.6,38.85,8,70.64
Suburban Card,18147,34,0,0,0,0,0,1,1,0,12,12,4,8,4,1.6821,0,4,0,0.135945,4,24.74,98.96,0.0,69.27,4,98.96
Suburban Cash,18148,36,0,1,0,0,1,2,1,4,15,18,5,4,-1,0.9271,0,5,0,0.110587,5,14.33,71.65,0.0,50.16,5,71.65
Suburban Card,18149,25,0,1,0,0,0,1,2,2,14,1,0,1,1,1.6362,1,1,1,0.416271,1,27.2,27.2,3.0,16.04,1,27.2
Suburban Card,18150,22,0,0,0,0,1,1,2,3,10,8,10,1,-9,0.9797,1,1,1,0.264578,1,36.11,36.11,3.0,22.28,1,36.11
Suburban Cash,18151,39,0,0,0,0,0,2,1,6,12,0,12,9,-3,0.7392,0,12,1,0.456104,9,6.49,77.88,0.0,54.52,12,77.88
Rain Riders,18152,26,1,0,1,0,0,2,1,2,4,21,13,10,-3,1.2196,1,10,1,0.613766,10,15.4,154.0,23.1,84.7,10,154.0
Rain Riders,18153,24,1,0,1,0,1,2,1,9,3,18,15,13,-2,0.1317,1,13,0,0.598448,15,32.47,422.11,39.0,256.48,13,422.11
Urban Regulars,18154,32,1,0,0,0,0,2,2,15,3,12,5,20,15,0.5569,0,5,1,0.956108,20,14.59,72.95,0.0,51.06,5,72.95
Rain Riders,18155,24,1,1,1,0,1,1,1,15,7,18,19,45,26,0.4232,0,19,1,0.632309,45,13.29,252.51,0.0,176.76,19,252.51
Urban Regulars,18156,23,1,0,0,0,0,2,2,7,6,10,16,4,-12,0.7149,0,16,1,0.93593,4,15.36,245.76,0.0,172.03,16,245.76
Suburban Cash,18157,29,0,0,1,0,1,2,1,4,14,19,0,10,10,0.5827,0,0,0,0.0592,0,47.93,0.0,0.0,0.0,0,0.0
Suburban Cash,18158,28,0,0,0,0,1,2,1,0,10,17,3,0,-3,0.9552,1,0,0,0.056864,3,15.6,0.0,0.0,0.0,0,0.0
Suburban Cash,18159,28,0,0,0,0,0,2,2,6,11,10,8,4,-4,0.6061,0,8,1,0.643697,4,12.51,100.08,0.0,70.06,8,100.08
Urban Regulars,18160,30,1,0,0,0,0,2,1,7,10,14,6,13,7,0.7783,1,13,1,0.871082,13,10.97,142.61,21.39,78.44,13,142.61
Suburban Cash,18161,44,0,0,0,0,1,2,1,0,14,17,0,1,1,0.5904,0,0,0,0.015692,0,29.76,0.0,0.0,0.0,0,0.0
Suburban Cash,18162,26,0,1,0,0,0,2,3,0,10,14,7,3,-4,1.553,1,3,1,0.234283,3,26.85,80.55,9.0,47.38,3,80.55
Suburban Cash,18163,32,0,0,0,0,0,2,1,5,9,2,10,9,-1,0.6668,0,10,1,0.587534,9,22.21,222.1,0.0,155.47,10,222.1
Suburban Card,18164,28,0,1,0,0,1,1,2,0,12,7,7,6,-1,1.4415,1,6,0,0.048495,7,28.2,169.2,18.0,100.44,6,169.2
Urban Regulars,18165,32,1,0,0,0,1,2,1,12,2,17,21,7,-14,0.1825,1,7,1,0.81053,7,13.57,94.99,14.25,52.24,7,94.99
Rain Riders,18166,28,1,1,1,0,1,2,1,5,3,19,6,17,11,0.3365,1,17,1,0.408454,17,76.44,1299.48,51.0,858.64,17,1299.48
Suburban Cash,18167,33,0,0,0,0,1,2,1,0,12,9,4,0,-4,0.6581,0,4,0,0.036011,4,46.77,187.08,0.0,130.96,4,187.08
Suburban Card,18168,37,0,1,0,0,0,1,1,0,15,0,2,0,-2,2.0269,0,2,0,0.092135,2,9.99,19.98,0.0,13.99,2,19.98
Suburban Cash,18169,40,0,1,0,0,0,2,1,2,16,10,1,4,3,1.1085,1,4,1,0.191834,4,15.75,63.0,9.45,34.65,4,63.0
Suburban Card,18170,37,0,0,0,0,0,1,1,9,18,12,9,0,-9,0.8462,0,9,0,0.452092,9,21.69,195.21,0.0,136.65,9,195.21
Suburban Card,18171,37,0,0,0,0,0,1,1,0,20,13,0,0,0,1.5638,0,0,0,0.062507,0,9.2,0.0,0.0,0.0,0,0.0
Suburban Card,18172,46,0,0,0,0,0,1,2,0,8,12,0,0,0,1.7953,1,0,0,0.094584,0,10.33,0.0,0.0,0.0,0,0.0
Suburban Cash,18173,35,0,0,0,0,1,2,1,7,8,17,11,20,9,0.1712,1,20,1,0.277824,20,18.65,373.0,55.95,205.15,20,373.0
Suburban Cash,18174,27,0,0,0,0,0,2,1,3,16,14,0,5,5,0.8862,0,0,0,0.416517,0,20.74,0.0,0.0,0.0,0,0.0
Urban Regulars,18175,27,1,0,0,0,0,2,1,0,1,10,1,0,-1,1.4798,1,0,1,0.675455,0,17.56,0.0,0.0,0.0,0,0.0
Urban Regulars,18176,25,1,0,0,0,1,2,3,5,2,9,12,28,16,0.259,0,12,1,0.750271,28,23.91,286.92,0.0,200.84,12,286.92
Airport Business,18177,35,1,0,0,1,0,2,1,12,5,12,31,9,-22,0.289,1,9,1,0.925187,9,61.94,557.46,27.0,363.22,9,557.46
Urban Regulars,18178,25,1,1,0,0,1,2,1,1,3,19,6,8,2,0.2864,1,8,1,0.474002,8,12.51,100.08,15.01,55.05,8,100.08
Suburban Cash,18179,30,0,1,0,0,0,2,2,0,13,4,0,0,0,1.6998,0,0,0,0.156451,0,13.47,0.0,0.0,0.0,0,0.0
Suburban Card,18180,31,0,1,0,0,1,1,1,8,10,19,3,12,9,0.782,1,12,0,0.319799,3,32.57,390.84,36.0,237.59,12,390.84
Urban Regulars,18181,28,1,0,0,0,1,2,1,11,5,19,28,18,-10,0.1946,1,18,0,0.797109,28,21.1,379.8,54.0,211.86,18,379.8
Urban Regulars,18182,24,1,1,0,0,0,2,3,8,1,0,24,20,-4,0.4844,0,24,1,0.959286,20,13.36,320.64,0.0,224.45,24,320.64
Urban Regulars,18183,24,1,0,0,0,0,2,1,5,3,16,13,22,9,0.4935,1,22,1,0.929444,22,12.04,264.88,39.73,145.69,22,264.88
Suburban Cash,18184,27,0,0,0,0,1,2,1,3,19,19,0,0,0,0.6363,1,0,0,0.110157,0,33.59,0.0,0.0,0.0,0,0.0
Suburban Card,18185,44,0,0,0,0,0,1,2,0,12,10,4,5,1,1.5825,1,5,0,0.077937,4,14.78,73.9,11.08,40.65,5,73.9
Urban Regulars,18186,29,1,0,0,0,0,2,1,3,5,20,12,5,-7,1.1721,1,5,1,0.843706,5,16.7,83.5,12.52,45.93,5,83.5
Rain Riders,18187,26,1,0,1,0,1,2,1,2,6,7,4,11,7,0.4837,0,4,0,0.23061,4,34.54,138.16,0.0,96.71,4,138.16
Urban Regulars,18188,25,1,1,0,0,0,2,1,9,1,10,5,16,11,0.7375,0,5,1,0.961019,16,15.47,77.35,0.0,54.14,5,77.35
Urban Regulars,18189,23,1,1,0,0,1,2,1,0,3,8,4,4,0,0.5641,1,4,0,0.334803,4,24.54,98.16,12.0,56.71,4,98.16
Suburban Cash,18190,30,0,0,0,1,1,2,1,0,8,19,0,3,3,0.4077,1,3,0,0.059257,0,95.27,285.81,9.0,191.07,3,285.81
Suburban Cash,18191,31,0,0,0,0,0,2,1,0,9,10,0,8,8,1.3272,1,8,1,0.196087,8,25.75,206.0,24.0,120.2,8,206.0
Urban Regulars,18192,32,1,0,0,0,0,2,1,0,6,10,15,10,-5,2.1104,0,15,0,0.500551,15,11.35,170.25,0.0,119.18,15,170.25
Urban Regulars,18193,23,1,0,0,0,1,2,1,8,6,19,6,2,-4,0.1502,1,2,1,0.786114,2,16.79,33.58,5.04,18.47,2,33.58
Urban Regulars,18194,28,1,1,0,0,0,2,1,3,3,10,6,5,-1,1.0865,0,6,1,0.871718,5,23.07,138.42,0.0,96.89,6,138.42
Urban Regulars,18195,29,1,0,0,0,0,2,3,3,1,11,14,11,-3,1.1299,1,11,1,0.883102,11,41.56,457.16,33.0,287.01,11,457.16
Urban Regulars,18196,24,1,0,0,0,0,2,3,3,2,10,13,25,12,0.8375,1,25,1,0.904546,25,11.52,288.0,43.2,158.4,25,288.0
Urban Regulars,18197,21,1,0,0,0,1,2,1,14,3,9,18,5,-13,0.0648,1,5,1,0.900142,5,22.62,113.1,15.0,64.17,5,113.1
Urban Regulars,18198,28,1,1,0,0,0,2,2,0,3,2,7,0,-7,0.6951,0,7,1,0.623116,0,13.33,93.31,0.0,65.32,7,93.31
Suburban Cash,18199,27,0,0,1,0,0,2,1,1,9,10,2,0,-2,1.064,0,2,1,0.160343,0,36.97,73.94,0.0,51.76,2,73.94
Urban Regulars,18200,28,1,1,0,0,0,2,3,4,2,13,9,6,-3,1.1182,1,6,1,0.902716,6,13.03,78.18,11.73,43.0,6,78.18
Suburban Cash,18201,34,0,0,0,0,0,2,2,1,17,15,0,3,3,1.1219,0,0,0,0.173251,0,26.9,0.0,0.0,0.0,0,0.0
Urban Regulars,18202,31,1,0,0,0,0,2,2,0,1,1,3,1,-2,0.7137,1,1,0,0.618794,3,19.79,19.79,2.97,10.88,1,19.79
Urban Regulars,18203,31,1,0,0,0,0,1,2,3,0,11,10,20,10,1.237,0,10,1,0.878883,20,11.77,117.7,0.0,82.39,10,117.7
Airport Business,18204,22,1,1,0,1,0,2,1,6,3,1,28,9,-19,0.1053,0,28,1,0.945813,9,30.92,865.76,0.0,606.03,28,865.76
Airport Business,18205,29,1,0,0,1,0,2,1,6,5,20,3,17,14,0.2979,0,3,1,0.905222,17,38.08,114.24,0.0,79.97,3,114.24
Urban Regulars,18206,28,1,0,0,0,0,2,3,6,3,20,13,19,6,0.9411,1,19,0,0.923212,13,18.0,342.0,51.3,188.1,19,342.0
Suburban Cash,18207,34,0,0,0,0,0,2,3,5,17,6,5,1,-4,0.785,1,1,1,0.391114,1,15.19,15.19,2.28,8.35,1,15.19
Suburban Card,18208,40,0,0,0,0,1,1,2,0,21,8,0,2,2,1.1026,0,0,0,0.011225,0,47.47,0.0,0.0,0.0,0,0.0
Urban Regulars,18209,24,1,0,0,0,1,2,1,6,5,9,7,24,17,0.1237,1,24,1,0.744084,24,15.01,360.24,54.04,198.13,24,360.24
Urban Regulars,18210,32,1,0,0,0,1,2,1,3,4,19,37,0,-37,0.4128,0,37,0,0.520909,37,15.77,583.49,0.0,408.44,37,583.49
Urban Regulars,18211,29,1,0,0,0,1,2,1,4,6,18,4,7,3,0.3768,0,4,1,0.581652,7,13.69,54.76,0.0,38.33,4,54.76
Suburban Cash,18212,24,0,0,1,0,1,2,1,3,12,18,1,11,10,0.61,0,1,0,0.07484,1,43.78,43.78,0.0,30.65,1,43.78
Urban Regulars,18213,25,1,0,0,0,0,2,1,6,4,0,19,5,-14,0.5904,1,5,1,0.930163,5,11.4,57.0,8.55,31.35,5,57.0
Rain Riders,18214,27,1,0,1,0,1,2,3,4,4,9,3,4,1,0.4517,1,4,1,0.359362,4,14.84,59.36,8.9,32.65,4,59.36
Suburban Cash,18215,24,0,0,1,0,0,2,1,0,7,22,8,0,-8,1.1713,1,0,0,0.118369,8,15.72,0.0,0.0,0.0,0,0.0
Suburban Card,18216,36,0,0,1,0,0,1,1,0,12,13,3,0,-3,1.412,1,0,0,0.040169,3,14.4,0.0,0.0,0.0,0,0.0
Suburban Card,18217,40,0,0,0,0,0,1,1,1,9,6,2,6,4,1.3716,0,2,1,0.220387,6,16.89,33.78,0.0,23.65,2,33.78
Urban Regulars,18218,30,1,0,0,0,0,2,3,0,1,11,4,4,0,2.2069,0,4,1,0.633338,4,13.65,54.6,0.0,38.22,4,54.6
Rain Riders,18219,30,1,0,1,0,0,2,1,5,1,22,10,13,3,0.7873,1,13,0,0.763761,10,7.86,102.18,15.33,56.2,13,102.18
Urban Regulars,18220,25,1,0,0,0,1,2,1,4,4,19,10,9,-1,0.1405,0,10,1,0.678335,9,30.25,302.5,0.0,211.75,10,302.5
Suburban Card,18221,36,0,0,0,0,0,1,1,10,16,12,6,11,5,0.7244,0,6,1,0.53373,11,21.16,126.96,0.0,88.87,6,126.96
Suburban Cash,18222,45,0,0,1,0,1,2,1,2,14,19,0,8,8,0.4643,1,8,0,0.013643,0,33.79,270.32,24.0,165.22,8,270.32
Airport Business,18223,23,1,0,0,1,0,2,1,4,2,11,22,13,-9,0.1198,0,22,1,0.926793,13,114.94,2528.68,0.0,1770.08,22,2528.68
Suburban Cash,18224,25,0,0,0,0,1,2,1,0,17,8,0,4,4,0.8786,0,0,0,0.038781,0,3.23,0.0,0.0,0.0,0,0.0
Urban Regulars,18225,23,1,0,0,0,0,2,1,0,3,14,0,6,6,1.7197,1,6,1,0.692846,6,15.34,92.04,13.81,50.62,6,92.04
Suburban Cash,18226,32,0,0,0,0,0,2,1,2,16,10,0,0,0,1.1195,0,0,0,0.280684,0,54.49,0.0,0.0,0.0,0,0.0
Urban Regulars,18227,23,1,1,0,0,1,2,1,9,3,8,37,6,-31,0.1239,0,37,1,0.840391,6,15.7,580.9,0.0,406.63,37,580.9
Rain Riders,18228,30,1,1,1,0,0,2,1,0,6,12,12,6,-6,2.1348,0,12,0,0.254733,12,18.54,222.48,0.0,155.74,12,222.48
Airport Business,18229,27,1,0,0,1,0,2,1,4,7,21,10,3,-7,0.6067,0,10,0,0.866436,10,56.34,563.4,0.0,394.38,10,563.4
Suburban Cash,18230,32,0,0,0,0,0,2,1,3,9,20,10,9,-1,0.6624,0,10,0,0.485099,10,7.99,79.9,0.0,55.93,10,79.9
Rain Riders,18231,32,1,1,1,1,1,2,1,2,4,17,7,17,10,0.1902,0,7,0,0.196292,7,70.52,493.64,0.0,345.55,7,493.64
Urban Regulars,18232,22,1,0,0,0,1,2,2,0,3,8,12,9,-3,0.6398,0,12,1,0.34878,9,26.62,319.44,0.0,223.61,12,319.44
Suburban Cash,18233,34,0,0,0,0,1,2,1,2,17,17,0,0,0,0.4647,1,0,0,0.066029,0,57.53,0.0,0.0,0.0,0,0.0
Suburban Cash,18234,35,0,0,0,0,0,2,1,1,15,16,0,0,0,1.0729,1,0,0,0.188949,0,12.92,0.0,0.0,0.0,0,0.0
Suburban Card,18235,43,0,0,0,0,1,1,1,3,8,17,0,0,0,0.6086,0,0,0,0.103487,0,36.85,0.0,0.0,0.0,0,0.0
Suburban Card,18236,52,0,0,1,0,1,1,1,0,6,19,0,12,12,1.1175,0,0,0,0.005688,0,35.11,0.0,0.0,0.0,0,0.0
Suburban Cash,18237,26,0,0,0,0,0,2,1,1,10,21,1,6,5,1.0732,0,1,1,0.382828,6,48.95,48.95,0.0,34.26,1,48.95
Suburban Card,18238,29,0,0,0,0,1,1,1,7,11,8,2,3,1,0.7882,1,3,1,0.302686,3,24.14,72.42,9.0,41.69,3,72.42
Urban Regulars,18239,21,1,0,0,0,1,2,1,10,3,18,12,21,9,0.1986,1,21,1,0.867907,21,26.17,549.57,63.0,321.7,21,549.57
Rain Riders,18240,23,1,0,1,1,1,2,1,2,3,18,16,5,-11,0.1762,0,16,1,0.317255,5,78.72,1259.52,0.0,881.66,16,1259.52
Urban Regulars,18241,34,1,0,0,0,1,2,1,5,2,17,18,20,2,0.2005,1,20,0,0.632013,18,11.55,231.0,34.65,127.05,20,231.0
Rain Riders,18242,30,1,1,1,0,0,2,1,3,4,22,4,2,-2,1.1763,0,4,1,0.624326,2,10.49,41.96,0.0,29.37,4,41.96
Rain Riders,18243,26,1,1,1,0,1,2,1,7,5,9,15,4,-11,0.1286,1,4,1,0.469833,4,29.51,118.04,12.0,70.63,4,118.04
Urban Regulars,18244,26,1,0,0,0,1,2,1,3,6,9,13,9,-4,0.1875,1,9,1,0.571616,9,51.81,466.29,27.0,299.4,9,466.29
Rain Riders,18245,22,1,1,1,0,1,2,3,0,3,9,4,0,-4,0.6815,0,4,0,0.138906,4,17.46,69.84,0.0,48.89,4,69.84
Suburban Cash,18246,26,0,0,0,0,0,2,1,6,13,13,0,8,8,0.6586,0,0,1,0.633596,8,11.29,0.0,0.0,0.0,0,0.0
Suburban Card,18247,32,0,0,0,0,1,1,1,0,15,8,5,5,0,1.1706,0,5,0,0.029969,5,16.3,81.5,0.0,57.05,5,81.5
Urban Regulars,18248,24,1,0,0,0,0,2,1,6,4,0,13,12,-1,0.6354,0,13,1,0.934093,12,9.02,117.26,0.0,82.08,13,117.26
Suburban Cash,18249,38,0,0,0,0,0,2,2,2,13,12,2,2,0,0.7538,0,2,1,0.256963,2,11.95,23.9,0.0,16.73,2,23.9
Urban Regulars,18250,31,1,0,0,0,0,2,3,5,4,20,5,4,-1,0.7809,1,4,1,0.886876,4,26.15,104.6,12.0,61.22,4,104.6
Urban Regulars,18251,25,1,0,0,0,0,1,1,16,6,23,33,12,-21,0.8481,0,33,0,0.965305,33,8.76,289.08,0.0,202.36,33,289.08
Rain Riders,18252,28,1,0,1,0,1,2,1,4,5,9,20,20,0,0.152,0,20,0,0.32645,20,55.86,1117.2,0.0,782.04,20,1117.2
Urban Regulars,18253,26,1,0,0,0,1,2,3,11,4,7,21,31,10,0.1147,1,31,1,0.828724,31,18.83,583.73,87.56,321.05,31,583.73
Urban Regulars,18254,26,1,0,0,0,1,2,2,8,4,8,5,27,22,0.124,1,27,1,0.78301,27,18.27,493.29,73.99,271.31,27,493.29
